epoch,train_loss,val_loss,train_acc,val_acc,learning_rate,epoch_time
0,0.6567289600005517,0.5241964682936668,0.4379178082191781,0.7563540753724802,0.0005,11.582790851593018
1,0.568618468888156,0.4936606627371576,0.5655890410958904,0.820333041191937,0.00048778860081564085,3.9592480659484863
2,0.5359556518651388,0.4367299609714084,0.6184109589041096,0.9123575810692375,0.0004523497400965494,3.8170340061187744
3,0.5225755839081078,0.4288923566540082,0.6330958904109589,0.9219982471516214,0.00039715242044697206,3.8181848526000977
4,0.5018569614503767,0.4306757524609566,0.6517260273972603,0.9136722173531989,0.0003275997400965494,4.816100120544434
5,0.48574318898307695,0.4006329228480657,0.6864657534246575,0.9513584574934268,0.0002505,4.200717210769653
6,0.48088480917723864,0.3991071921255853,0.674958904109589,0.9539877300613497,0.00017340025990345064,4.360116958618164
7,0.47589470748301155,0.40581858075327343,0.6942465753424657,0.948729184925504,0.00010384757955302797,4.7699408531188965
8,0.46950947550626904,0.4024339028530651,0.6894246575342465,0.9535495179666958,4.865025990345063e-05,7.086205959320068
9,0.47089580722622104,0.3983912360337045,0.698958904109589,0.9513584574934268,1.3211399184359193e-05,7.446263790130615
10,0.4660045933890176,0.40135450578398174,0.7094794520547946,0.9631901840490797,0.0005,6.554404973983765
11,0.46331423166748525,0.3960317042138841,0.6878904109589041,0.9618755477651183,0.0004969282409784868,4.116399765014648
12,0.4443265764446525,0.3727291441626019,0.7233972602739726,0.9732690622261174,0.00048778860081564085,4.106322765350342
13,0.435118660851792,0.38355265226629043,0.7067397260273972,0.9618755477651183,0.0004728061277849978,4.837991237640381
14,0.42668080600825226,0.377639533744918,0.7274520547945206,0.9614373356704645,0.0004523497400965494,4.097796201705933
15,0.42108932033285396,0.37139811946286094,0.7357808219178082,0.9583698510078879,0.0004269231419060436,4.042857885360718
16,0.4156431705801637,0.35991036064094967,0.711013698630137,0.9666958808063103,0.00039715242044697206,4.697139024734497
17,0.39869760320736813,0.36148610297176575,0.7387397260273972,0.9662576687116564,0.00036377062968501693,4.142401218414307
18,0.4031108269741485,0.34512972086668015,0.7161643835616438,0.9723926380368099,0.0003275997400965494,4.7198967933654785
19,0.40089848950192647,0.3542653876874182,0.7362191780821917,0.9566170026292725,0.00028953039902753766,4.298357963562012
20,0.391477312032993,0.3450328012307485,0.7195616438356165,0.9684487291849255,0.0002505,4.07632303237915
21,0.3884354988178173,0.3408954035904672,0.716054794520548,0.9645048203330412,0.00021146960097246246,5.239039897918701
22,0.40595981624576594,0.33975950876871747,0.7361095890410959,0.9688869412795793,0.00017340025990345064,4.1942222118377686
23,0.3941716964428241,0.34467972897821003,0.7140821917808219,0.962751971954426,0.00013722937031498307,5.092793226242065
24,0.3904362106239879,0.3348744470212195,0.7489315068493151,0.964943032427695,0.00010384757955302797,4.210559129714966
25,0.38788431778654353,0.3314395513799455,0.7292054794520548,0.971954425942156,7.40768580939564e-05,3.762472152709961
26,0.3928909026659452,0.3375792412294282,0.7239452054794521,0.9640666082383874,4.865025990345063e-05,4.153809070587158
27,0.39314706779860115,0.3344963524076674,0.7386301369863014,0.9702015775635408,2.8193872215002235e-05,4.00027322769165
28,0.38111767089450277,0.33762166400750476,0.7197808219178082,0.9618755477651183,1.3211399184359193e-05,3.970853805541992
29,0.3812426926789584,0.3421255217658149,0.7362191780821917,0.9640666082383874,4.071759021513154e-06,4.065490961074829
30,0.3818699511197897,0.3251653148068322,0.7336986301369863,0.9653812445223489,0.0005,4.043713092803955
31,0.3718952607441615,0.33307268884446883,0.7603287671232877,0.9653812445223489,0.0004992308747664155,4.0691819190979
32,0.37125400479856907,0.3208976934353511,0.7256986301369863,0.9702015775635408,0.0004969282409784868,3.9883058071136475
33,0.3711353077755108,0.29966948015822303,0.7157260273972603,0.9798422436459246,0.0004931062951392203,4.071350812911987
34,0.35355617470674583,0.29414063609308666,0.7404931506849315,0.9785276073619632,0.00048778860081564085,4.198264837265015
35,0.3587323322996393,0.30185406572288936,0.7285479452054795,0.971954425942156,0.00048100794336156604,4.162414073944092
36,0.3490513571492442,0.2941455841064453,0.7457534246575342,0.9737072743207712,0.0004728061277849978,3.979883909225464
37,0.3482352493109403,0.2968456546465556,0.7416986301369863,0.9737072743207712,0.000463233721006346,5.987648963928223
38,0.3443936792078552,0.2942548584606912,0.7454246575342466,0.9640666082383874,0.0004523497400965494,3.9951372146606445
39,0.3465955530430053,0.2926049869921472,0.7168219178082191,0.9702015775635408,0.00044022128841720773,4.02449893951416
40,0.3374459511125004,0.27493298550446826,0.7434520547945206,0.9776511831726555,0.0004269231419060436,4.587687969207764
41,0.32389919428558617,0.2762438613507483,0.744986301369863,0.9763365468886941,0.0004125372880583809,5.637065887451172
42,0.3242040702721456,0.26405831467774177,0.7486027397260274,0.9776511831726555,0.00039715242044697206,8.526276111602783
43,0.32526420817508567,0.26482849568128586,0.7425753424657534,0.9798422436459246,0.00038086339189662925,4.563677072525024
44,0.3231473571353859,0.26681754779484534,0.7393972602739726,0.9754601226993865,0.00036377062968501693,4.072134017944336
45,0.322266332336239,0.26029577147629523,0.7381917808219178,0.9785276073619632,0.00034597951637508993,6.407573938369751
46,0.31531713090159674,0.25260481735070545,0.7339178082191781,0.9798422436459246,0.0003275997400965494,5.3632190227508545
47,0.3110137998640954,0.25426387207375634,0.7511232876712329,0.9741454864154251,0.00030874461828204845,4.228790044784546
48,0.3104083346320199,0.2532958636681239,0.7467397260273972,0.978965819456617,0.00028953039902753766,4.590389013290405
49,0.30647677610387336,0.25510241505172515,0.7349041095890411,0.976774758983348,0.00027007554438409736,4.494162082672119
50,0.30433920234233347,0.23997896247439915,0.7564931506849315,0.9811568799298861,0.0002505,4.464238882064819
51,0.30737153091630737,0.24341322978337607,0.7468493150684932,0.9780893952673094,0.0002309244556159027,4.286907196044922
52,0.300524326471182,0.2448013544910484,0.735013698630137,0.9763365468886941,0.00021146960097246246,4.296999216079712
53,0.29488151411076524,0.24999159201979637,0.7517808219178083,0.9794040315512709,0.0001922553817179516,5.962116003036499
54,0.2931010216682941,0.25344786710209316,0.7635068493150685,0.9723926380368099,0.00017340025990345064,4.031267166137695
55,0.3056538023731925,0.2439170897834831,0.7453150684931507,0.9763365468886941,0.0001550204836249101,4.234333276748657
56,0.2981789157940791,0.24462500255968836,0.7470684931506849,0.976774758983348,0.00013722937031498307,4.039838790893555
57,0.30311974257855984,0.24872124153706762,0.7505753424657534,0.9732690622261174,0.00012013660810337076,6.322747230529785
58,0.29838038637087894,0.23996462052067122,0.7541917808219178,0.9780893952673094,0.00010384757955302797,7.104152202606201
59,0.3022999369597935,0.2385416179895401,0.7552876712328768,0.9763365468886941,8.84627119416192e-05,5.876471757888794
60,0.3027814991407461,0.24512895486421055,0.7427945205479453,0.9728308501314636,7.40768580939564e-05,4.394338130950928
61,0.28656126298270856,0.23962729631198776,0.7563835616438356,0.9798422436459246,6.07787115827923e-05,4.796748876571655
62,0.2971046167862165,0.24570650317602688,0.7378630136986302,0.971954425942156,4.865025990345063e-05,3.6757419109344482
63,0.2991518009375859,0.23501249940858948,0.7313972602739726,0.9807186678352322,3.7766278993653996e-05,4.356297969818115
64,0.2914688630954369,0.23938468760914272,0.7503561643835617,0.9750219106047326,2.8193872215002235e-05,4.015555143356323
65,0.2879824965567022,0.23821878102090624,0.7527671232876713,0.9772129710780018,1.9992056638433958e-05,4.672789096832275
66,0.2916426957695634,0.23184513259265158,0.745972602739726,0.978965819456617,1.3211399184359193e-05,4.216317892074585
67,0.2974312157480867,0.2405880851050218,0.728986301369863,0.9754601226993865,7.893704860779699e-06,4.353409051895142
68,0.2934958810781266,0.23728642695479923,0.7332602739726027,0.9776511831726555,4.071759021513154e-06,4.218385934829712
69,0.2944207966744483,0.23761476203799248,0.7404931506849315,0.9785276073619632,1.769125233584573e-06,4.234498023986816
70,0.2935463347426661,0.23370840690202183,0.7254794520547945,0.9772129710780018,0.0005,4.165185928344727
71,0.2831825721305567,0.22604491478867,0.7515616438356164,0.9780893952673094,0.0004998076445420604,4.109879016876221
72,0.2874989381411692,0.22594642846120727,0.7479452054794521,0.9776511831726555,0.0004992308747664155,3.9615559577941895
73,0.2865535827366622,0.2180568195051617,0.7349041095890411,0.9776511831726555,0.0004982705800102541,4.144589185714722
74,0.2838885154757466,0.22335921848813692,0.736986301369863,0.9798422436459246,0.0004969282409784868,4.244069814682007
75,0.2860676090825688,0.21069684334927136,0.7426849315068493,0.9780893952673094,0.000495205927460606,4.022336959838867
76,0.27670216028923755,0.21070864672462145,0.7399452054794521,0.9820333041191937,0.0004931062951392203,4.211173057556152
77,0.27370819636991806,0.20662410143348905,0.7547397260273973,0.983786152497809,0.000490632581495185,4.0006818771362305
78,0.26690261941272897,0.21815927450855574,0.7515616438356164,0.9737072743207712,0.00048778860081564085,4.114177942276001
79,0.26604274623877516,0.2049620755844646,0.7511232876712329,0.9785276073619632,0.0004845787383126598,4.0373499393463135
80,0.27213869301172405,0.20085902677641976,0.7536438356164383,0.9807186678352322,0.00048100794336156604,4.060712814331055
81,0.2676311935578193,0.2075126063492563,0.7318356164383562,0.9763365468886941,0.0004770817218693578,4.1659910678863525
82,0.25017223033038055,0.18903021431631511,0.7651506849315068,0.9829097283085013,0.0004728061277849978,4.283104181289673
83,0.24772679138850498,0.1985148067275683,0.7591232876712328,0.9811568799298861,0.0004681877537646629,4.06124210357666
84,0.2570302553110189,0.1892893815206157,0.7251506849315068,0.9807186678352322,0.000463233721006346,4.112452030181885
85,0.25242213675609004,0.18721090257167816,0.7486027397260274,0.9820333041191937,0.00045795166826948506,4.170745849609375
86,0.24585919311413398,0.19108280332552063,0.737972602739726,0.9811568799298861,0.0004523497400965494,4.034379959106445
87,0.2488733242441724,0.18786168181233937,0.7421369863013698,0.9807186678352322,0.00044643657425474584,3.9579970836639404
88,0.2418220852846866,0.18230340174502796,0.7494794520547945,0.9776511831726555,0.00044022128841720773,4.28944206237793
89,0.24803460029872149,0.1961449421942234,0.7522191780821917,0.9710780017528484,0.00043371346610420353,4.3368377685546875
90,0.24810505027954394,0.17904484727316433,0.7387397260273972,0.9780893952673094,0.0004269231419060436,4.185816049575806
91,0.24436354387056577,0.17651291853851742,0.7436712328767123,0.9802804557405784,0.00041986078601046904,4.108127117156982
92,0.24301292689946982,0.19035930103725857,0.7361095890410959,0.9772129710780018,0.0004125372880583809,4.096991062164307
93,0.2268542385809905,0.18443185711900392,0.7507945205479452,0.978965819456617,0.0004049639403528036,4.038473844528198
94,0.24095795788131394,0.17718209160698783,0.7432328767123287,0.9763365468886941,0.00039715242044697206,4.0435872077941895
95,0.22577726049023075,0.17816860145992702,0.7338082191780821,0.978965819456617,0.00038911477313839074,4.100078105926514
96,0.23312804238362747,0.16735170202122795,0.7436712328767123,0.9824715162138475,0.00038086339189662925,4.00938081741333
97,0.2338080696917914,0.1778672511378924,0.7464109589041096,0.976774758983348,0.00037241099975349033,4.03631591796875
98,0.23225315040224917,0.1665032882657316,0.7401643835616438,0.9798422436459246,0.00036377062968501693,4.079779148101807
99,0.22830471458968582,0.17276129830214712,0.7483835616438356,0.9750219106047326,0.0003549556045155883,4.200846910476685
